"sr_no","sem","term","term_id","flg","exam_type","exam","did","sub_code","online","stud_count","exam_date","division","slot","start_time","end_time","en_on","en_by","ip"
"2450","3","EVEN 2025","47","0","3","End Semester Exam","6","CM21233","0","1","2026-05-08",,"3","14:00:00","17:00:00","2026-03-30 02:12:31","GPNCOE","117.254.196.95"
"2449","3","EVEN 2025","47","0","3","End Semester Exam","6","CM21232","0","1","2026-05-12",,"3","14:00:00","17:00:00","2026-03-30 02:12:31","GPNCOE","117.254.196.95"
"2448","1","EVEN 2025","47","0","3","End Semester Exam","6","CM21102","0","1","2026-04-23",,"3","14:00:00","17:00:00","2026-03-30 02:12:31","GPNCOE","117.254.196.95"
"2334","1","EVEN 2025","47","0","3","End Semester Exam","8","AE21102","0","3","2026-04-23",,"3","14:00:00","17:00:00","2026-03-30 02:04:51","GPNCOE","117.254.196.95"
"2353","2","EVEN 2025","47","0","3","End Semester Exam","7","EL231102","1","69","2026-05-12","A","2","12:30:00","14:30:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2013","3","EVEN 2025","47","0","3","End Semester Exam","7","EL232407","0","5","2026-05-08",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2453","4","EVEN 2025","47","0","3","End Semester Exam","6","CM21435","0","1","2026-05-05",,"1","10:00:00","13:00:00","2026-03-30 02:12:31","GPNCOE","117.254.196.95"
"2451","4","EVEN 2025","47","0","3","End Semester Exam","6","CM21234","0","1","2026-05-06",,"3","14:00:00","17:00:00","2026-03-30 02:12:31","GPNCOE","117.254.196.95"
"2452","4","EVEN 2025","47","0","3","End Semester Exam","6","CM21433","0","2","2026-05-07",,"1","10:00:00","13:00:00","2026-03-30 02:12:31","GPNCOE","117.254.196.95"
"2478","2","EVEN 2025","47","0","3","End Semester Exam","5","IF21101","0","1","2026-04-27",,"3","14:00:00","17:00:00","2026-03-30 02:20:49","GPNCOE","117.254.196.95"
"2229","2","EVEN 2025","47","0","3","End Semester Exam","4","EE21103","0","4","2026-04-24",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2228","1","EVEN 2025","47","0","3","End Semester Exam","4","EE21102","0","3","2026-04-23",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2227","2","EVEN 2025","47","0","3","End Semester Exam","4","EE21101","0","1","2026-04-27",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2021","5","EVEN 2025","47","0","3","End Semester Exam","11","MK21578","0","1","2026-05-11",,"3","14:00:00","17:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2022","1","EVEN 2025","47","0","3","End Semester Exam","11","MK231101","1","2","2026-05-04","A","3","15:00:00","17:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2023","2","EVEN 2025","47","0","3","End Semester Exam","11","MK231102","1","33","2026-05-12","A","1","10:00:00","12:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2024","4","EVEN 2025","47","0","3","End Semester Exam","11","MK232121","0","37","2026-05-11",,"1","10:00:00","13:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2025","5","EVEN 2025","47","0","3","End Semester Exam","11","MK233134","0","1","2026-05-11",,"3","14:00:00","17:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2026","3","EVEN 2025","47","0","3","End Semester Exam","1","CE21401","0","12","2026-05-12",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2027","1","EVEN 2025","47","0","3","End Semester Exam","1","CE231102","1","13","2026-05-11","A","3","15:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2028","1","EVEN 2025","47","0","3","End Semester Exam","1","CE231102","1","18","2026-05-11","B","3","15:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2029","3","EVEN 2025","47","0","3","End Semester Exam","1","CE232501","0","22","2026-05-12",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2232","3","EVEN 2025","47","0","3","End Semester Exam","4","EE21225","0","7","2026-05-11",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2447","2","EVEN 2025","47","0","3","End Semester Exam","4","EE21105","1","1","2026-05-08","A","3","15:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2231","1","EVEN 2025","47","0","3","End Semester Exam","4","EE21108","0","5","2026-04-28",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2033","5","EVEN 2025","47","0","3","End Semester Exam","1","CE21409","0","24","2026-05-12",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2034","2","EVEN 2025","47","0","3","End Semester Exam","1","CE231302","1","65","2026-05-14","A","1","10:00:00","12:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2035","2","EVEN 2025","47","0","3","End Semester Exam","1","CE231302","1","72","2026-05-14","B","2","12:30:00","14:30:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2051","5","EVEN 2025","47","0","3","End Semester Exam","1","CE233101","0","10","2026-05-12",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2052","2","EVEN 2025","47","0","3","End Semester Exam","1","CE21101","0","2","2026-04-27",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2053","1","EVEN 2025","47","0","3","End Semester Exam","1","CE21102","0","3","2026-04-23",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2056","1","EVEN 2025","47","0","3","End Semester Exam","1","CE21108","0","5","2026-04-28",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2187","2","EVEN 2025","47","0","3","End Semester Exam","3","PO21104","1","3","2026-05-02","A","3","15:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2186","2","EVEN 2025","47","0","3","End Semester Exam","3","PO21103","0","4","2026-04-24",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2185","1","EVEN 2025","47","0","3","End Semester Exam","3","PO21102","0","7","2026-04-23",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2184","1","EVEN 2025","47","0","3","End Semester Exam","3","PO21101","0","1","2026-04-27",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2055","2","EVEN 2025","47","0","3","End Semester Exam","1","CE21104","1","1","2026-05-02","B","2","12:30:00","14:30:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2054","2","EVEN 2025","47","0","3","End Semester Exam","1","CE21103","0","8","2026-04-24",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2057","3","EVEN 2025","47","0","3","End Semester Exam","1","CE21201","0","2","2026-05-13",,"4","14:00:00","18:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2058","3","EVEN 2025","47","0","3","End Semester Exam","1","CE21202","0","18","2026-04-30",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2059","3","EVEN 2025","47","0","3","End Semester Exam","1","CE21203","0","11","2026-05-11",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2060","3","EVEN 2025","47","0","3","End Semester Exam","1","CE21204","0","26","2026-04-29",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2061","4","EVEN 2025","47","0","3","End Semester Exam","1","CE21205","0","14","2026-04-23",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2062","3","EVEN 2025","47","0","3","End Semester Exam","1","CE21206","0","5","2026-04-28",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2063","2","EVEN 2025","47","0","3","End Semester Exam","1","CE21207","0","3","2026-04-30",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2064","2","EVEN 2025","47","0","3","End Semester Exam","1","CE21208","0","7","2026-05-06",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2065","4","EVEN 2025","47","0","3","End Semester Exam","1","CE21302","0","14","2026-04-27",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2066","4","EVEN 2025","47","0","3","End Semester Exam","1","CE21403","0","21","2026-05-05",,"2","10:00:00","14:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2067","5","EVEN 2025","47","0","3","End Semester Exam","1","CE21404","0","18","2026-05-13",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2068","4","EVEN 2025","47","0","3","End Semester Exam","1","CE21405","0","20","2026-05-07",,"2","10:00:00","14:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2069","4","EVEN 2025","47","0","3","End Semester Exam","1","CE21406","0","10","2026-05-11",,"4","14:00:00","18:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2070","5","EVEN 2025","47","0","3","End Semester Exam","1","CE21407","0","20","2026-05-08",,"4","14:00:00","18:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2071","5","EVEN 2025","47","0","3","End Semester Exam","1","CE21408","0","19","2026-05-06",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2072","5","EVEN 2025","47","0","3","End Semester Exam","1","CE21504","0","7","2026-05-08",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2073","2","EVEN 2025","47","0","3","End Semester Exam","1","CE231101","1","67","2026-05-02","A","1","10:00:00","12:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2074","2","EVEN 2025","47","0","3","End Semester Exam","1","CE231101","1","71","2026-05-02","B","2","12:30:00","14:30:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2075","1","EVEN 2025","47","0","3","End Semester Exam","1","CE231106","0","74","2026-04-28",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2076","2","EVEN 2025","47","0","3","End Semester Exam","1","CE231118","0","160","2026-04-30",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2077","1","EVEN 2025","47","0","3","End Semester Exam","1","CE231401","0","42","2026-04-23",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2078","1","EVEN 2025","47","0","3","End Semester Exam","1","CE231402","0","30","2026-04-27",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2079","2","EVEN 2025","47","0","3","End Semester Exam","1","CE231404","0","146","2026-04-24",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2080","2","EVEN 2025","47","0","3","End Semester Exam","1","CE231510","0","150","2026-05-06",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2081","3","EVEN 2025","47","0","3","End Semester Exam","1","CE232101","0","53","2026-04-30",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2082","3","EVEN 2025","47","0","3","End Semester Exam","1","CE232102","0","12","2026-04-28",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2083","3","EVEN 2025","47","0","3","End Semester Exam","1","CE232103","0","39","2026-05-08",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2084","3","EVEN 2025","47","0","3","End Semester Exam","1","CE232104","0","55","2026-04-29",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2085","4","EVEN 2025","47","0","3","End Semester Exam","1","CE232105","0","120","2026-05-07",,"2","10:00:00","14:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2086","4","EVEN 2025","47","0","3","End Semester Exam","1","CE232106","0","114","2026-04-23",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2087","4","EVEN 2025","47","0","3","End Semester Exam","1","CE232107","0","128","2026-05-05",,"2","10:00:00","14:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2088","4","EVEN 2025","47","0","3","End Semester Exam","1","CE232108","0","124","2026-05-11",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2089","4","EVEN 2025","47","0","3","End Semester Exam","1","CE232109","0","132","2026-04-27",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2090","4","EVEN 2025","47","0","3","End Semester Exam","1","CE232202","0","114","2026-04-29",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2091","5","EVEN 2025","47","0","3","End Semester Exam","1","CE233102","0","11","2026-05-06",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2092","5","EVEN 2025","47","0","3","End Semester Exam","1","CE233103","0","7","2026-05-08",,"4","14:00:00","18:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2093","5","EVEN 2025","47","0","3","End Semester Exam","1","CE233104","0","17","2026-05-13",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2094","4","EVEN 2025","47","0","3","End Semester Exam","1","CE6204","0","2","2026-05-11",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2095","4","EVEN 2025","47","0","3","End Semester Exam","1","CE6206","0","1","2026-04-23",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2096","5","EVEN 2025","47","0","3","End Semester Exam","1","CE6304","0","1","2026-04-27",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2097","5","EVEN 2025","47","0","3","End Semester Exam","1","CE6403","0","1","2026-05-05",,"2","10:00:00","14:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2098","6","EVEN 2025","47","0","3","End Semester Exam","1","CE6404","0","2","2026-05-13",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2099","5","EVEN 2025","47","0","3","End Semester Exam","1","CE6405","0","3","2026-05-07",,"2","10:00:00","14:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2100","5","EVEN 2025","47","0","3","End Semester Exam","1","CE6406","0","1","2026-05-11",,"4","14:00:00","18:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2101","6","EVEN 2025","47","0","3","End Semester Exam","1","CE6407","0","1","2026-05-08",,"4","14:00:00","18:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2102","6","EVEN 2025","47","0","3","End Semester Exam","1","CE6408","0","3","2026-05-06",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2103","5","EVEN 2025","47","0","3","End Semester Exam","1","CE6409","0","2","2026-05-12",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2104","6","EVEN 2025","47","0","3","End Semester Exam","1","CE6509","0","1","2026-05-08",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2105","6","EVEN 2025","47","0","3","End Semester Exam","1","CE7103","0","1","2026-04-23",,"3","14:00:00","17:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2106","6","EVEN 2025","47","0","3","End Semester Exam","1","CE7301","0","1","2026-04-24",,"1","10:00:00","13:00:00","2026-03-30 02:02:17","GPNCOE","117.254.196.95"
"2107","2","EVEN 2025","47","0","3","End Semester Exam","11","MK21101","0","1","2026-04-27",,"3","14:00:00","17:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2108","2","EVEN 2025","47","0","3","End Semester Exam","11","MK21103","0","1","2026-04-24",,"1","10:00:00","13:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2109","3","EVEN 2025","47","0","3","End Semester Exam","11","MK21214","0","1","2026-04-30",,"1","10:00:00","13:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2110","3","EVEN 2025","47","0","3","End Semester Exam","11","MK21274","0","1","2026-04-30",,"3","14:00:00","17:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2111","5","EVEN 2025","47","0","3","End Semester Exam","11","MK21414","0","4","2026-04-29",,"4","14:00:00","18:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2112","4","EVEN 2025","47","0","3","End Semester Exam","11","MK21416","0","1","2026-04-27",,"1","10:00:00","13:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2113","4","EVEN 2025","47","0","3","End Semester Exam","11","MK21464","0","1","2026-05-07",,"1","10:00:00","13:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2114","4","EVEN 2025","47","0","3","End Semester Exam","11","MK21465","0","1","2026-05-08",,"1","10:00:00","13:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2115","5","EVEN 2025","47","0","3","End Semester Exam","11","MK21576","0","2","2026-05-07",,"3","14:00:00","17:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2116","4","EVEN 2025","47","0","3","End Semester Exam","11","MK21577","0","2","2026-05-05",,"3","14:00:00","17:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2117","2","EVEN 2025","47","0","3","End Semester Exam","11","MK231106","0","41","2026-04-28",,"1","10:00:00","13:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2118","4","EVEN 2025","47","0","3","End Semester Exam","11","MK231302","1","38","2026-05-16","A","1","10:00:00","12:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2119","1","EVEN 2025","47","0","3","End Semester Exam","11","MK231401","0","2","2026-04-23",,"3","14:00:00","17:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2120","2","EVEN 2025","47","0","3","End Semester Exam","11","MK231404","0","34","2026-04-24",,"1","10:00:00","13:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2121","2","EVEN 2025","47","0","3","End Semester Exam","11","MK231512","0","36","2026-05-06",,"2","10:00:00","14:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2122","3","EVEN 2025","47","0","3","End Semester Exam","11","MK232110","1","2","2026-05-16","A","3","15:00:00","17:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2123","4","EVEN 2025","47","0","3","End Semester Exam","11","MK232117","1","37","2026-05-13","A","1","10:00:00","12:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2124","4","EVEN 2025","47","0","3","End Semester Exam","11","MK232118","0","40","2026-04-29",,"1","10:00:00","13:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2125","3","EVEN 2025","47","0","3","End Semester Exam","11","MK232119","0","3","2026-05-08",,"3","14:00:00","17:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2126","4","EVEN 2025","47","0","3","End Semester Exam","11","MK232120","0","37","2026-05-05",,"1","10:00:00","13:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2127","5","EVEN 2025","47","0","3","End Semester Exam","11","MK232402","0","2","2026-04-23",,"1","10:00:00","13:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2128","3","EVEN 2025","47","0","3","End Semester Exam","11","MK232413","0","8","2026-05-12",,"3","14:00:00","17:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2129","3","EVEN 2025","47","0","3","End Semester Exam","11","MK232414","0","7","2026-05-06",,"3","14:00:00","17:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2130","5","EVEN 2025","47","0","3","End Semester Exam","11","MK233135","0","2","2026-05-07",,"3","14:00:00","17:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2131","5","EVEN 2025","47","0","3","End Semester Exam","11","MK233136","0","3","2026-05-05",,"3","14:00:00","17:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2132","5","EVEN 2025","47","0","3","End Semester Exam","11","MK233238","0","2","2026-05-12",,"1","10:00:00","13:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2133","4","EVEN 2025","47","0","3","End Semester Exam","11","MK233407","0","38","2026-05-07",,"1","10:00:00","13:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2134","5","EVEN 2025","47","0","3","End Semester Exam","11","MK233509","0","3","2026-04-28",,"3","14:00:00","17:00:00","2026-03-30 02:34:12","GPNCOE","117.254.196.95"
"2233","3","EVEN 2025","47","0","3","End Semester Exam","4","EE21226","0","3","2026-05-08",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2136","2","EVEN 2025","47","0","3","End Semester Exam","10","ID21101","0","5","2026-04-27",,"3","14:00:00","17:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2137","5","EVEN 2025","47","0","3","End Semester Exam","10","ID21302","0","11","2026-04-27",,"1","10:00:00","13:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2138","4","EVEN 2025","47","0","3","End Semester Exam","10","ID21459","0","1","2026-04-28",,"1","10:00:00","13:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2139","1","EVEN 2025","47","0","3","End Semester Exam","10","ID231115","0","4","2026-05-13",,"1","10:00:00","13:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2140","1","EVEN 2025","47","0","3","End Semester Exam","10","ID231116","0","13","2026-05-06",,"1","10:00:00","13:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2141","1","EVEN 2025","47","0","3","End Semester Exam","10","ID231117","0","4","2026-04-29",,"4","14:00:00","18:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2142","2","EVEN 2025","47","0","3","End Semester Exam","10","ID231132","0","68","2026-04-30",,"1","10:00:00","13:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2143","3","EVEN 2025","47","0","3","End Semester Exam","10","ID231302","1","5","2026-05-15","A","1","10:00:00","12:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2144","2","EVEN 2025","47","0","3","End Semester Exam","10","ID231401","0","83","2026-04-23",,"3","14:00:00","17:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2145","2","EVEN 2025","47","0","3","End Semester Exam","10","ID231402","0","75","2026-04-27",,"3","14:00:00","17:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2146","5","EVEN 2025","47","0","3","End Semester Exam","10","ID232109","0","12","2026-04-27",,"1","10:00:00","13:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2147","3","EVEN 2025","47","0","3","End Semester Exam","10","ID232170","0","1","2026-05-06",,"3","14:00:00","17:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2148","3","EVEN 2025","47","0","3","End Semester Exam","10","ID232171","0","2","2026-04-29",,"1","10:00:00","13:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2149","3","EVEN 2025","47","0","3","End Semester Exam","10","ID232172","0","1","2026-05-12",,"2","10:00:00","14:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2150","3","EVEN 2025","47","0","3","End Semester Exam","10","ID232173","0","1","2026-05-11",,"2","10:00:00","14:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2151","4","EVEN 2025","47","0","3","End Semester Exam","10","ID232174","0","51","2026-04-28",,"1","10:00:00","13:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2152","4","EVEN 2025","47","0","3","End Semester Exam","10","ID232175","0","51","2026-05-05",,"1","10:00:00","13:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2153","4","EVEN 2025","47","0","3","End Semester Exam","10","ID232176","0","50","2026-05-07",,"2","10:00:00","14:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2154","5","EVEN 2025","47","0","3","End Semester Exam","10","ID233131","0","3","2026-05-05",,"4","14:00:00","18:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2155","5","EVEN 2025","47","0","3","End Semester Exam","10","ID233234","0","2","2026-05-08",,"2","10:00:00","14:00:00","2026-04-04 11:09:33","GPNCOE","152.59.58.227"
"2156","2","EVEN 2025","47","0","3","End Semester Exam","9","DD21101","0","7","2026-04-27",,"3","14:00:00","17:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2157","1","EVEN 2025","47","0","3","End Semester Exam","9","DD21119","0","1","2026-05-12",,"3","14:00:00","17:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2158","2","EVEN 2025","47","0","3","End Semester Exam","9","DD21254","0","3","2026-04-29",,"1","10:00:00","13:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2159","2","EVEN 2025","47","0","3","End Semester Exam","9","DD21256","0","1","2026-04-23",,"3","14:00:00","17:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2160","3","EVEN 2025","47","0","3","End Semester Exam","9","DD21257","0","2","2026-04-30",,"1","10:00:00","13:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2161","5","EVEN 2025","47","0","3","End Semester Exam","9","DD21450","0","1","2026-05-06",,"1","10:00:00","13:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2162","3","EVEN 2025","47","0","3","End Semester Exam","9","DD21454","0","1","2026-05-08",,"3","14:00:00","17:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2163","4","EVEN 2025","47","0","3","End Semester Exam","9","DD21561","0","1","2026-05-07",,"3","14:00:00","17:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2164","4","EVEN 2025","47","0","3","End Semester Exam","9","DD21563","0","1","2026-04-27",,"1","10:00:00","13:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2165","4","EVEN 2025","47","0","3","End Semester Exam","9","DD21564","0","1","2026-05-07",,"1","10:00:00","13:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2166","1","EVEN 2025","47","0","3","End Semester Exam","9","DD231112","0","17","2026-04-23",,"3","14:00:00","17:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2167","1","EVEN 2025","47","0","3","End Semester Exam","9","DD231113","0","11","2026-04-28",,"1","10:00:00","13:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2168","4","EVEN 2025","47","0","3","End Semester Exam","9","DD231302","1","48","2026-05-15","A","1","10:00:00","12:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2169","2","EVEN 2025","47","0","3","End Semester Exam","9","DD231402","0","70","2026-04-27",,"3","14:00:00","17:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2170","1","EVEN 2025","47","0","3","End Semester Exam","9","DD231403","0","25","2026-04-29",,"1","10:00:00","13:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2171","2","EVEN 2025","47","0","3","End Semester Exam","9","DD231407","0","63","2026-04-30",,"1","10:00:00","13:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
